OTUId,341F-785R-Margo100,341F-785R-Margo101,341F-785R-Margo102,341F-785R-Margo103,341F-785R-Margo104,341F-785R-Margo105,341F-785R-Margo106,341F-785R-Margo107,341F-785R-Margo10,341F-785R-Margo11,341F-785R-Margo12,341F-785R-Margo13,341F-785R-Margo14,341F-785R-Margo15,341F-785R-Margo16,341F-785R-Margo17,341F-785R-Margo18,341F-785R-Margo19,341F-785R-Margo1,341F-785R-Margo20,341F-785R-Margo21,341F-785R-Margo22,341F-785R-Margo23,341F-785R-Margo24,341F-785R-Margo25,341F-785R-Margo26,341F-785R-Margo27,341F-785R-Margo28,341F-785R-Margo29,341F-785R-Margo2,341F-785R-Margo30,341F-785R-Margo31,341F-785R-Margo32,341F-785R-Margo33,341F-785R-Margo34,341F-785R-Margo35,341F-785R-Margo36,341F-785R-Margo37,341F-785R-Margo38,341F-785R-Margo39,341F-785R-Margo3,341F-785R-Margo40,341F-785R-Margo41,341F-785R-Margo42,341F-785R-Margo43,341F-785R-Margo44,341F-785R-Margo45,341F-785R-Margo46,341F-785R-Margo47,341F-785R-Margo48,341F-785R-Margo49,341F-785R-Margo4,341F-785R-Margo50,341F-785R-Margo51,341F-785R-Margo52,341F-785R-Margo53,341F-785R-Margo54,341F-785R-Margo55,341F-785R-Margo56,341F-785R-Margo57,341F-785R-Margo58,341F-785R-Margo59,341F-785R-Margo5,341F-785R-Margo60,341F-785R-Margo61,341F-785R-Margo62,341F-785R-Margo63,341F-785R-Margo64,341F-785R-Margo65,341F-785R-Margo66,341F-785R-Margo67,341F-785R-Margo68,341F-785R-Margo69,341F-785R-Margo6,341F-785R-Margo70,341F-785R-Margo71,341F-785R-Margo72,341F-785R-Margo73,341F-785R-Margo74,341F-785R-Margo75,341F-785R-Margo76,341F-785R-Margo77,341F-785R-Margo78,341F-785R-Margo79,341F-785R-Margo7,341F-785R-Margo80,341F-785R-Margo81,341F-785R-Margo82,341F-785R-Margo83,341F-785R-Margo84,341F-785R-Margo85,341F-785R-Margo86,341F-785R-Margo87,341F-785R-Margo88,341F-785R-Margo89,341F-785R-Margo8,341F-785R-Margo90,341F-785R-Margo91,341F-785R-Margo92,341F-785R-Margo93,341F-785R-Margo94,341F-785R-Margo95,341F-785R-Margo96,341F-785R-Margo97,341F-785R-Margo98,341F-785R-Margo99,341F-785R-Margo9
OTU_606,1,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,9,8,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,27,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,14,0,0,0,0,11,0,0,5,0,0
OTU_185,1,294,2,0,12,5,27,0,0,0,0,0,0,0,11,0,0,1,0,79,0,0,2,103,0,0,0,0,10,50,0,92,1,0,13,0,0,351,0,6,4,0,1,0,0,1,0,0,0,0,0,2,0,243,110,0,1,0,0,1,0,0,1,43,0,4,44,286,34,0,2,3,3,1,0,2,273,0,0,1,0,5,0,0,141,0,2,16,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,41,0,2,0
OTU_266,2,0,0,5,0,0,0,16,0,9,1,4,0,0,120,0,0,0,7,6,2,0,1,7,0,0,0,2,0,0,0,6,0,6,3,0,3,15,0,0,0,2,0,5,32,0,0,0,5,0,0,0,38,0,0,0,57,0,0,2,35,20,0,0,0,0,0,0,2,12,7,0,0,6,0,0,0,0,4,14,1,0,25,7,3,3,15,0,0,1,0,0,6,0,0,0,29,0,1,0,0,12,0,2,6,5,1
OTU_315,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
OTU_173,3,5,0,15,0,0,9,8,0,2,0,28,5,2,9,11,3,0,2,2,2,5,19,31,3,59,1,2,28,0,0,0,5,10,0,0,0,0,0,14,22,2,7,7,1,0,2,0,3,6,23,4,3,7,2,16,32,294,4,13,21,3,7,133,12,1,4,3,6,5,5,2,13,0,24,13,5,30,0,0,0,58,29,12,0,23,15,0,3,2,5,86,1,1,18,0,10,6,9,0,17,26,0,3,4,13,2
OTU_255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,47,0,0,0,199,0,0,0,0,0,147,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_537,1,0,1,0,7,0,7,2,0,5,0,21,0,1,0,0,0,0,1,0,0,0,1,2,0,8,0,0,2,2,0,25,2,0,0,0,0,3,0,0,2,36,0,0,0,41,0,0,0,0,0,0,2,0,10,2,0,3,10,0,0,2,0,1,0,1,5,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,2,0,5,1,2,0,0,0,0,0,0,0,0,0
OTU_580,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,8,12,1,0,0,0,0,0,36,0,0,1,0,0,0,0,0,0,61,0,0,0,0,14,0,0,54,0,0
OTU_441,1,0,0,0,0,0,0,21,16,0,0,0,0,0,7,0,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,16,0,0
OTU_1008,1,2,2,0,4,31,0,1,74,0,1,2,2,2,0,5,4,6,5,8,0,2,0,0,0,0,1,0,0,9,14,3,0,10,2,0,0,0,2,1,3,1,1,0,0,2,1,0,1,22,1,1,0,0,5,11,29,9,5,3,2,6,10,21,2,11,0,0,1,3,0,24,2,4,43,2,0,0,23,0,0,2,1,0,0,0,27,0,0,3,10,19,3,0,12,9,3,35,3,2,1,0,4,20,9,7,7
OTU_320,1,8,3,1,0,1,3,0,0,4,1,11,1,0,30,3,2,0,0,5,2,2,1,8,3,2,24,0,1,2,0,1,7,1,1,1,0,5,7,40,0,0,2,1,1,0,0,0,1,8,0,0,0,0,3,0,0,3,4,0,0,4,1,5,2,17,2,1,2,0,0,0,0,36,0,10,8,0,0,0,0,1,0,0,0,5,26,6,0,0,32,2,5,1,2,6,1,6,1,0,53,3,3,0,0,0,3
OTU_436,2,4,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,2,1,2,4,9,1,0,0,0,0,0,0,0,0,4,4,0,0,0,5,0,1,0,0,1,1,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,23,1,3,5,0,0,0,0,0,2,0,0,2,0,0,1,3,0,0,0,1,0,7,2,0,0,4,0,0,0,0,0,1,0,3,1,3,0,0,0,0,1,0,2,5,0,0
OTU_74,1,0,0,0,120,13,0,1,1,3,0,21,35,389,0,0,0,0,0,0,0,5,0,0,0,957,3,0,133,0,45,26,0,0,10,43,1,55,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,16,0,239,3,26,0,1,0,2,10,0,0,39,0,0,0,1,0,1,0,0,1,2314,1,0,0,0,2,0,23,0,0,0,0,14,56,2000,21,0,0,0,2,0,1,0,0,0,0,0,3,0,0
OTU_351,2,17,4,1,2,8,6,0,0,0,0,8,0,0,0,2,2,0,1,0,0,3,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,1,3,5,0,1,1,0,1,0,12,0,0,0,0,2,4,6,0,0,14,12,1,0,6,5,35,2,0,0,2,6,3,12,2,0,1,0,8,1,0,0,8,0,2,0,6,21,104,11,11,1,2,0,6,5,2,24,1,3,0,7,11,1
OTU_98,1,0,4,27,11,58,451,1,6,5,0,212,112,5,48,0,192,2,4,31,8,108,0,13,1,9,77,0,0,16,283,25,11,13,0,16,0,26,2,0,0,2,0,0,0,0,0,0,1,2,71,340,5,182,86,148,51,8,17,0,13,6,15,145,0,4,18,9,82,6,1,41,8,1,55,15,46,141,74,756,1,176,34,1,13,1,44,11,0,1,112,0,198,0,9,4,0,396,1,1,74,5,10,51,43,28,0
OTU_807,1,0,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,2,2,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
OTU_308,1,5,0,12,12,23,1,0,3,1,0,9,2,1,0,0,2,0,3,0,4,19,1,14,16,24,3,2,0,1,1,0,22,7,1,15,2,6,1,12,13,12,0,3,6,0,7,0,5,4,250,1,7,13,2,10,15,6,7,3,32,2,3,12,52,1,0,13,16,18,29,5,0,6,3,5,12,6,5,45,1,8,13,9,0,19,111,16,3,16,15,95,1,11,2,1,3,25,8,6,58,1,35,2,2,18,3
OTU_285,1,4,4,4,0,6,5,0,0,3,1,79,2,2,4,1,0,0,2,2,1,0,2,24,5,1,3,0,0,2,0,0,0,2,1,4,0,1,6,49,247,0,1,0,0,5,24,0,4,3,7,16,2,2,3,18,2,0,1,4,6,5,1,1,6,1,6,3,1,17,0,1,1,6,3,2,8,0,3,0,2,7,9,2,0,5,9,5,0,1,2,11,0,3,2,1,11,2,3,3,3,0,13,0,1,0,8
OTU_414,1,5,4,29,4,17,6,3,2,3,1,10,9,13,4,31,32,12,2,3,1,80,11,3,11,1,15,0,151,7,2,0,5,20,56,18,2,2,0,25,138,6,10,5,0,14,38,0,3,9,0,10,2,0,13,49,89,7,17,3,35,6,49,209,15,7,2,0,2,3,1,12,0,13,1,23,1,44,54,3,2,3,0,4,0,12,5,20,0,3,249,5,11,2,10,4,20,5,3,2,32,199,50,5,18,13,9
OTU_648,1,5,23,1,20,8,19,5,4,3,6,0,0,2,1,9,0,0,2,16,0,0,0,12,1,1,5,0,1,3,1,2,7,0,7,1,0,4,2,1,1,1,3,7,1,0,1,0,6,7,7,1,1,3,4,7,5,2,1,9,4,18,5,12,36,10,6,0,6,0,0,5,5,2,9,0,8,4,2,13,5,17,10,2,0,18,2,7,0,3,22,4,6,4,11,9,2,10,18,1,7,3,3,2,8,1,4
OTU_609,1,0,0,2,0,0,0,1,59,0,0,26,0,3,0,0,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,16,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6,0,0,0,0,0
OTU_629,1,0,5,0,0,0,0,0,1,0,1,2,3,2,0,0,0,0,0,0,0,0,1,4,0,1,0,0,89,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,6,1,1,0,0,0,0,1,0,0,0,5,1,1,1,0,0,2,0,0,1,0,1,0,8,0,1
OTU_264,1,8,0,2,34,6,3,2,3,1,0,2,13,4,0,4,15,0,2,13,1,18,4,48,6,12,4,0,0,0,0,0,0,21,0,0,0,15,0,2,1,0,10,8,0,0,0,0,3,6,12,1,0,33,7,0,6,3,2,0,37,3,9,24,4,0,1,0,2,0,7,2,0,0,3,17,13,0,1,4,0,0,14,0,17,9,3,0,0,3,5,0,6,3,15,2,3,6,31,0,5,0,1,1,10,7,0
OTU_187,1,2,0,10,0,0,3,4,0,1,2,16,3,4,7,3,0,0,1,2,0,7,11,19,1,41,2,2,14,0,0,0,1,15,2,0,0,0,1,11,19,0,4,4,0,0,0,0,5,1,21,2,2,11,3,7,31,201,8,10,9,1,4,82,15,1,5,2,4,2,1,3,8,0,24,5,9,15,0,0,1,34,15,6,0,17,15,0,0,5,6,55,0,0,19,2,13,3,5,1,11,30,0,4,0,4,3
OTU_570,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,2,0,1,0,0,0,1,1,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
OTU_922,1,0,2,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,2,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU_270,1,1,2,20,4,1,5,0,2,0,8,1,3,0,4,0,2,1,1,2,0,1,0,0,19,1,0,0,0,8,0,1,3,1,0,0,0,3,3,1,1,636,2,2,0,1,5,151,12,47,5,1,0,3,4,188,12,1,8,3,1,5,1,0,2,7,1,22,2,17,0,139,1,112,2,0,0,2,30,11,1,11,18,5,0,1,2,1,0,3,2,2,1,5,0,25,1,1,24,0,2,0,0,0,8,17,5
OTU_376,1,0,0,0,0,0,0,11,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,56,4,1,0,0,0,8,0,0,4,0,0,0,0,0,0,9,9,0,0,12,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,30,8,0,0
OTU_359,1,9,0,1,0,0,3,0,1,2,2,15,4,0,22,0,1,0,0,0,0,1,0,1,1,2,10,0,0,0,0,0,8,0,3,0,0,3,2,29,0,0,1,0,0,0,0,0,3,4,0,0,0,1,1,2,0,2,1,0,0,7,0,1,1,16,1,3,1,0,0,0,1,36,1,7,9,1,0,0,0,4,2,1,0,6,14,7,0,1,23,0,7,0,0,3,2,4,0,0,43,0,5,0,0,0,4
OTU_364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,9,0,0
OTU_224,1,2,3,0,4,0,21,0,2,0,2,7,2,0,1,0,0,0,1,1,0,2,6,1,2,5,1,1,1,4,1,5,3,0,2,0,2,4,5,0,18,18,2,9,3,1,8,22,5,4,4,0,22,5,1,30,26,14,28,87,53,1,1,6,82,3,0,9,7,1,78,4,2,2,3,9,5,0,34,36,0,12,10,25,0,2,10,4,92,7,3,71,0,0,3,4,0,14,6,43,0,0,8,0,1,1,4
OTU_276,1,6,33,51,15,92,37,0,4,0,6,37,2,0,1,0,0,6,18,5,1,0,0,1,4,1,12,7,1,21,4,9,16,16,0,17,1,17,20,0,2,33,7,0,0,33,16,0,5,31,0,4,7,3,12,14,8,23,57,60,6,2,2,4,56,14,5,101,6,3,45,41,2,3,11,0,2,7,10,18,1,42,180,10,2,31,67,26,0,9,100,44,10,12,26,6,1,2,11,1,48,0,6,0,2,18,42
OTU_869,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0,0,1,1,0,3,0,0,2,0,0,4,0,1,4,0,0,21,0,1,0,1,0,5,4,0,2,0,0,0,8,0,0,0,5,1,1,0,0,0,0,1,5,0,0,0,6,1,6,3,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,32,0,3,0,0,0,3,4,0,0,0,0,0
OTU_627,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,2,3,0,4,0,1,0,0,0,0,0,0,7,3,0,3,0,4,1,0,2,1,3,2,0,2,5,0,0,0,3,0,0,3,0,0,0,0,1,0,0,1,1,0,6,0,0,3,0,0,1
OTU_532,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,27,0,0,0,3,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,11,0,0,0,0,0,5,0,0,0,3,9,6,0,0,0,0,0,1,0,0,0,45,5,0,0,0,0,2,0,0,20,2,12,0,0,0,0,0,0,0,1,3,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,4,44,0,0
OTU_121,0,555,3,0,0,0,0,3,198,0,0,0,18,49,0,10,37,966,0,127,11,0,48,0,8,0,0,0,0,97,0,0,0,47,0,0,4,512,0,0,410,8,0,0,0,0,16,0,0,0,0,244,0,0,0,0,0,145,0,0,349,251,55,1,0,1,486,0,89,0,0,0,6,112,49,275,0,0,87,1,0,55,0,0,0,9,26,112,0,0,0,0,0,8,0,551,0,99,0,0,1,35,104,701,0,0,52
OTU_116,0,615,3,0,0,0,0,5,211,0,0,0,22,70,0,23,28,881,0,131,23,0,55,0,12,0,0,0,0,100,0,0,0,67,0,0,5,432,0,0,459,20,0,1,0,0,11,0,0,0,0,245,0,0,0,0,0,146,0,0,350,264,72,0,1,0,484,0,72,0,0,0,7,117,50,203,0,0,90,0,0,56,0,0,0,8,37,117,0,0,1,0,0,10,0,499,0,91,0,0,2,47,79,721,0,0,65
OTU_89,0,1666,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,35,0,5,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,770,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,10,0,0,0,0,0,0,0,0,0,0,0,0,213,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,0,29,4,0,154,0,0,0,0,98,0,20,0,0,0,0
OTU_68,0,2126,0,0,0,0,0,0,1,0,0,29,0,0,0,0,0,0,5,36,0,5,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1310,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,9,1,0,0,0,0,0,0,0,0,0,0,0,216,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0,24,8,1,229,0,0,0,0,110,2,20,0,0,0,0
OTU_146,0,351,7,0,14,4,23,1,1,0,0,0,0,1,12,0,12,0,0,70,0,0,2,114,0,0,0,0,14,54,0,85,3,0,11,0,1,314,0,8,6,0,1,0,0,0,0,0,0,0,4,0,0,289,133,0,4,2,0,2,0,2,0,74,0,0,55,316,44,0,0,3,5,0,0,4,233,1,0,2,0,6,0,0,152,1,0,19,0,0,0,0,0,0,0,0,1,88,1,0,0,0,2,53,0,1,0
OTU_682,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
OTU_199,0,98,0,0,0,0,0,0,0,0,2,0,14,145,2,0,0,2,0,2,0,73,0,2,0,0,0,0,0,5,1,11,0,1,0,1,0,1,0,3,58,1,3,0,0,13,1,5130,1,0,0,1,0,9,0,1,3,33,0,0,0,0,1,119,2,0,1,1,0,1,2,0,0,2,0,0,2,0,0,3,20,0,1,0,0,0,1,117,0,0,0,2,0,1,0,2,0,3,2,13,3,392,1,0,3,0,2
OTU_797,0,5,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,1,0,0,0,0,0,9,2,0,0,0,2,0,1,1,1,0,3,3,4,0,0,0,1,0,0,0,0,0,5,0,0,0,8,0,0,0,0,3,2,1,0,0,0,0,0,1,1,0
OTU_329,0,17,3,0,3,2,4,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,2,4,4,1,13,1,2,0,4,1,0,7,0,9,13,3,1,2,5,1,2,6,5,0,5,0,1,43,6,7,7,0,2,0,3,32,31,0,3,20,5,2,0,1,8,4,4,2,0,6,1,2,0,34,4,2,0,0,6,3,2,0,8,5,2,6,0,0,0,1,0,2,8,6,20,1,0,3,0
OTU_97,0,17,22,1,267,60,48,5,14,105,35,59,90,7,39,56,371,52,12,25,0,29,12,492,0,5,13,0,0,61,3,14,19,80,37,12,2,2,3,3,12,0,1,1,0,34,6,0,1,2,0,36,3,134,14,105,25,5,15,5,3,27,1,9,1,100,33,18,130,1,0,0,60,77,70,9,26,25,111,8,7,11,7,0,4,15,88,28,0,1,49,2,20,4,11,70,3,149,9,0,5,8,11,3,136,3,12
OTU_998,0,44,2,0,1,1,9,0,10,7,1,0,0,0,0,1,38,0,0,2,0,0,0,12,3,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,18,12,0,0,3,0,0,1,28,0,3,0,0,3,8,11,1,0,0,0,0,3,0,12,3,6,3,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,4,0,0,0
OTU_134,0,36,25,69,7,23,3,4,2,2,8,8,19,5,51,5,6,2,4,9,4,25,9,17,20,19,7,19,4,17,17,2,17,9,3,8,1,3,13,8,12,3,11,6,6,5,14,0,11,19,86,3,22,5,6,28,65,24,7,46,16,1,0,72,48,26,0,18,52,29,46,36,40,6,9,5,30,16,23,35,1,25,18,50,1,22,8,16,10,4,74,200,16,16,17,8,12,11,13,91,90,10,131,3,0,13,8
OTU_424,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,2,0,0,5,0,0,1,1,0,3,3,0,0,99,0,1,0,2,0,0,1,2,0,0,1,2,3,1,1,0,1,1,3,0,0,0,0,7,0,0,0,0,0,0,11,0,0,9,0,1,2,35,12,0,0,0,0
OTU_604,0,4,1,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,3,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
OTU_470,0,30,1,5,12,0,12,0,1,3,0,1,2,1,0,0,3,0,0,1,0,10,9,11,0,4,1,0,33,3,0,2,0,0,0,1,0,7,0,1,4,0,2,0,0,40,0,0,0,2,0,0,1,2,1,2,3,24,1,1,0,0,1,10,0,2,3,0,3,1,0,1,0,1,6,0,3,3,0,7,1,0,0,0,1,2,4,2,0,0,0,0,2,5,4,5,0,13,4,0,0,4,1,1,5,0,1
OTU_34,0,1,18,0,0,0,0,0,1,0,73,0,25,26,0,0,0,0,540,0,0,0,0,150,0,0,0,0,101,53,0,0,0,447,35,0,4,0,1247,0,216,11,286,0,447,0,0,0,0,0,0,14,843,4,383,0,202,310,1,0,1192,255,0,0,0,0,196,0,0,43,299,0,1172,0,0,615,457,165,0,0,351,0,0,0,0,0,1,0,0,0,0,0,0,0,1005,52,0,0,0,0,0,333,0,163,338,0,0
OTU_509,0,10,1,0,1,7,1,0,0,0,0,0,3,0,0,0,3,0,2,0,1,0,0,0,0,0,3,1,1,3,7,0,9,1,0,0,1,2,1,7,0,7,5,1,1,1,2,0,1,9,4,0,8,1,3,35,1,4,5,0,0,1,1,15,24,0,4,11,2,2,0,3,5,6,1,0,0,9,3,9,0,21,2,1,0,1,9,1,0,1,5,3,1,9,0,2,0,0,0,0,5,2,11,0,0,0,0
OTU_548,0,36,0,2,0,0,4,0,0,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,7,2,1,1,0,0,11,0,0,0,1,0,0,0,0,1,0,1,26,1,0,1,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,1,0,1,5,0,0,0,0,0,1,0,0,0
OTU_278,0,17,10,5,2,2,4,5,1,0,1,4,1,0,1,1,0,0,0,1,0,2,2,3,7,5,3,9,2,3,2,2,5,2,2,2,0,1,1,4,8,6,2,5,1,9,6,7,2,8,23,0,7,4,2,9,3,9,31,1,6,1,0,12,4,2,0,6,2,2,9,6,5,3,7,2,1,2,5,7,1,1,5,7,1,2,3,4,9,1,5,11,1,1,1,1,2,9,3,6,5,0,14,2,2,4,0
OTU_393,0,33,1,5,23,0,10,1,1,4,1,1,2,5,0,2,1,3,0,0,0,9,7,17,0,8,1,0,48,7,0,4,0,0,0,5,0,11,0,1,6,0,6,1,0,55,0,0,2,3,0,0,1,2,1,5,0,46,3,0,0,0,0,11,0,3,3,0,1,1,0,1,0,3,6,0,8,6,1,2,3,0,1,0,1,0,3,3,0,1,0,1,10,11,0,3,3,23,1,0,2,4,2,2,1,1,0
OTU_659,0,5,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,6,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,1,2,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,1,0,1,0,0,0
OTU_625,0,8,4,0,4,1,6,0,5,10,3,1,1,0,0,8,0,0,2,5,1,1,0,2,0,1,0,0,0,11,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,16,1,0,2,3,4,2,0,2,1,6,2,2,1,5,0,5,9,0,0,16,4,0,7,0,0,3,0,2,0,0,0,0,2,13,0,1,0,5,0,4,6,7,0,0,3,1,0,1,1,3,0,0,1,0,3,0,4,16,28,0,6
